,Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary
37,37,6045,beforeitsnews.com,fake,http://beforeitsnews.com/opinion-conservative/2017/10/greg-hunter-big-banks-in-big-trouble-syriank-update-trump-tax-cuts-update-video-3329958.html,greg hunter big bank big troubl syrianorth korea updat trump tax cut updat video headlin bitcoin blockchain search exceed trump blockchain stock next greg hunter usawatchdogcom intern monetari fund imf say nine big global bank big financi troubl nine bank repres num trillion asset gregori mannarino traderschoicenet say nine bank could equival lehman brother implod financi market num imf agre warn take one nine name bank caus global system stress citigroup us bank name imf struggl global bank turkey nato alli side russia iran syria go big problem trump administr us back kurd enemi turkey meanwhil north korea sign new ballist missil test come trump administr respond trump tax cut face big headwind congress want cut want less conserv want deficit explod democrat agre potenti trump tax cut one big reason stock market hit new high predict tax cut fail pass market crash join greg hunter talk stori weekli news wrapup donat usawatchdogcom click wrapup pat muth author new book titl make guest earli sunday releas document ever sinc ross perot movement america slowli wake fact countri run crook reach critic mass provok real chang good citizen donor muth contend two parti today consist peopl vs swamp creatur eye open inspir interview relat post url,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,"Greg Hunter: Big Banks in Big Trouble, Syria/North Korea Update, Trump Tax Cuts Update – Video",John Rolls,,[''],,,
38,38,6207,canadafreepress.com,conspiracy,http://canadafreepress.com/article/yachats-on-the-central-oregon-coast,look south florenc eleven mile distant watch wide empti beach reced misti horizon look north two mile perch high bluff beauti heceta head lighthous photograph arguabl beauti lighthous oregon coast though im sure that measur step elev plung num feet bowel mother earth experi lifetim realli reason price admiss youll treat world largest sea cave gimmick circu trick natur hard work carv basalt rock one salti wave time ye sea lion loung rub blubber yelp multipli stink place clear day view headland sea lion cave visitor center outstand step close edg youll get woozi mayb wobbl gaze field wavi green grass plung num feet blue pacif churn slosh backandforth perpetu roll ballet although photo long gone rememb first encount motherofallseacav like num back underground observ platform small chainlink fenc separ us num stellar sea lion repos fifti feet us rock crowd mass pinnip mayhem autumn reddishbrown herd eumetopia jubatus young male weigh liter ton paunchi cow respect harem look coy action littl one yearl hang loung caus rucku youv got binocular bring come think mayb sweati teddi toledo smell stand wee bit close afternoon elbow way front pack closer look sinc made memor trip hole imagin superdom reduc scale long footbal field twelv stori tall green ocean pour cave entranc sea lion echo ricochet cavern wall decor alga lichen stain random mosaic green red shade purpl outsid cave perch rocki ledg guillemot black cormor gull galor swirl twirl nest screech paint surround cliff guano white far shore often within sight alway delight spout gray whale plow north south alaska mexico depend season gorgeou num feet high heceta head lighthous built num sit num foothigh bluff laud visit belov lighthous america well might despit lighthous undergo signific renov num might make lighthous tour problemat shine long sweep beam light visibl num mile sea regard strongest light oregon coast accord old blackandwhit photo turn centuri surround headland devoid dens evergreen forest one find today fire level hillsid back render barren charcoal wasteland recov rich lush green understand given drench oregon coast suffer winter spring bless spectacular set romant ambianc refurbish assist lighthous keeper hous big white twostori tall classi bedandbreakfast extrem popular plan ahead todo list long wait list contend handl num guest time six queen bed six bathroom plu fullyequip guest kitchen bit pricey cost mitig renown sevencours gourmet breakfast accompani num page cookbook pack color photograph delici recip must purchas separ cape perpetua anoth immens forest headland jut pacif rise respect num feet sea level pave road access park avail top anoth muststop drive coast strateg place viewpoint see mani mile sea coast southward cascad mountain shoulder silhouett plung fog burli ocean look north break spruce mile flat beach tini delight oceansid villag yachat yahhot situat near mouth river name pronunci though domin landscap cape isnt attract us forest servic cape perpetua scenic area includ num acr oldgrowth dougla fir spruce western hemlock scenic area also claim brag right giant num yearold sitka spruce tower num feet high boast num foot circumfer near base cut tree firewood protect law num recogn offici heritag tree guilt offer doubt account rabid clearcut that pretti much decim vast major oregon coastal mountain look sadli silent sentinel siuslaw sniff hard imagin coast rang must look like num year ago gift away power mow nub could keep wrap arm around big beauti chunk wood would give away wouldnt back 60 forest servic construct visitor center vibrant chock full inform activ cultur natur histori exhibit theater showcas naturethem film interact children scienc area averag visitor center yearn hike love num mile trail wend old growth onto biolog rich otherworldli tidepool near ocean edg care occasion copiou amount salt water squirt air water trap geolog anomali like devil churn big crack fill explod like old faith compet wave collid dont forget visit cook chasm spout horn mean fearmong im remind ocean trifl plenti dead peopl would testifi could potenti danger elsewher along coast like state park yachat road short way danger especi acut winter storm high tide turn back wrong time your engag pretti starfish risk overrun sneaki twostori wave crush rock pulver skull mush drag limp bodi sea happen ive said ill say scenic stretch coast begin yachat two mile north cape perpetua end near brook california border southern oregon coast quaint littl villag along way unpretenti yachat definit make alist popul around num diminut size doesnt accur reflect rich lifestyl beauti rest natur gem serv retire secondhom owner arent one drawn yachat young lure well artist romant inspir basalt headland tower green mountain mile empti sand beach tidepool wait explor crash white surf rag edg town beauti meander river full life casual visitor intheknow take time stop explor laidback littl secret outdoorlov delight popular attest num plu lodg cottag inn motel hotel cabin mention numer vacat rental mani spectacular ocean view clean orderli quaint understat small town provid fine dine modest scale art galleri bistro specialti shop mile public beach explor walk bike path ambl along three state park within villag proper expens supermarket dont time run big citi newport anoth attract area twentyf mile coast alway swing coastalthem yachat mani drive num mandatori stop best oregon offer due part rel isol tuck foot coastal mountain yachat special long peac quiet invigor sceneri friendli atmospher welcom commun within vibrant natur set come back year year,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Yachats On the Central Oregon Coast,"John Treadwell Dunbar, Because Without America, There Is No Free World.",,[''],,,
39,39,6375,beforeitsnews.com,fake,http://beforeitsnews.com/prophecy/2015/07/hair-raising-revelation-why-the-tribulation-will-begin-soon-the-greatest-mystery-unfolds-when-you-see-whats-really-going-on-2471414.html,hairrais revelationwhi tribul begin soon greatest mysteri unfold see what realli go reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next lisa event unfold crisi unpreced proport come thing happen suddenli without warn strike fear heart american citizen sadli mani ignor numer warn signal one dont believ end age near real wake call gener wit time describ john revel book revel time unheard chao turmoil caus men heart fail fear thing come upon earth cant afford miss power messag what ahead prophet provid clear concis evid biblic end time propheci mysteri god prepar time know also last day peril time shall come men shall lover selv covet boaster proud blasphem disobedi parent unthank unholi without natur affect trucebreak fals accus incontin fierc despis good num timothi num num num shock legisl referenc video rattl core hr num counter violent extrem act name uneth freedom rip bill introduc congress repres michael mccaul texa piec legisl would liter grant depart homeland secur power roundup american citizen deem threat opinion becom extremist accord rightw extrem document would includ christian constitutionalist new world order believ prepper veteran tea parti member gun owner verbiag h r num amend homeland secur act num author offic counter violent extrem hous repres date mr mccaul introduc follow bill refer committe homeland secur bill amend homeland secur act num author offic counter violent extrem enact senat hous repres unit state america congress assembl section num short titl act may cite counter violent extrem act num cve act sec num author offic counter violent extrem depart homeland secur generaltitl homeland secur act num num usc num et seq amend ad end follow new section sec num offic counter violent extrem establishmentther depart offic counter violent extrem head offic shall assist secretari counter violent extrem shall appoint secretari secretari shall also appoint career deputi assist secretari counter violent extrem b assign personnelth secretari shall assign hire appropri perman staff offic counter violent extrem carri subsect secretari shall maximum extent practic seek assign hire offic individu demonstr background technic matter offlin media market c supportth secretari shall appoint within appropri compon offic depart includ minimum us custom border protect us immigr custom enforc unit state citizenship immigr servic offic privaci nation protect program director offic civil right civil liberti scienc technolog director individu serv liaison offic counter violent extrem responsibilitiesth assist secretari counter violent extrem shall respons follow num coordin depart effort counter violent extrem across compon offic depart conduct strateg support effort counter violent extrem effort shall includ follow identifi risk factor contribut violent extrem commun unit state potenti remedi govern nongovern institut b identifi popul target violent extremist propaganda messag recruit c manag outreach engag effort depart direct toward commun risk radic recruit violent extremist activ ensur relev inform research product inform effort counter violent extrem e develop maintain departmentwid strategi guid polici program counter violent extrem strategi shall minimum address follow depart countermessag program pursuant paragraph num includ plan leverag new exist internet technolog social media platform counter violent extrem well best practic lesson learn feder state local tribal territori foreign partner engag similar countermessag effort ii depart counter violent extremismrel engag effort iii use cooper agreement state local tribal territori feder depart agenc respons effort relat counter violent extrem iv ensur activ relat counter violent extrem fulli respect privaci civil right civil liberti american f identifi recommend new research analysi requir coordin secretari scienc technolog secretari intellig analysi ensur dissemin inform method feder state local tribal territori counter violent extrem practition offici law enforc nongovernment partner util research analysi g assess method use violent extremist dissemin propaganda messag commun risk radic recruit num establish countermessag program craft strateg countermessag propaganda messag refer subparagraph g paragraph num shall explor way util relev internet technolog social media platform b maxim resourc avail depart num serv primari repres depart coordin counter violent extrem effort feder depart agenc nongovernment organ num serv primari departmentlevel repres coordin depart state intern counter violent extrem issu num coordin administr feder emerg manag agenc provid guidanc regard use grant made state local tribal govern section num num allow use guidelin relat counter violent extrem e memorandum understandingth assist secretari counter violent extrem shall enter memorandum understand administr feder emerg manag agenc outlin role assist secretari administr respect administr grant section num num relat counter violent extrem f annual reportth assist secretari counter violent extrem shall submit congress annual report next five fiscal year begin fiscal year begin date enact section offic counter violent extrem report shall includ follow num descript statu program polici depart counter violent extrem unit state includ budget depart counter violent extrem number fulltim employe dedic counter violent extrem program well number parttim employe support counter violent extrem program budget shall includ account fund amount department program initi personnel relat counter violent extrem num descript effort offic cooper provid assist depart agenc num qualit quantit metric evalu success program polici step taken evalu success program polici num detail summari organ depart conduct outreach discuss counter violent extrem account grant award depart counter violent extrem account train specif aim counter violent extrem sponsor depart num detail optim level personnel fund offic g violent extrem definedin section term violent extrem mean ideolog motiv terrorist activ h author fundingout fund made avail offic secretari num author offic counter violent extrem fiscal year num num b cleric amendmentth tabl content section num b act amend insert item relat section num follow new item critic read need hear lisa click subscrib websit url inform see hr2899 url video url satan statu detroit url color book url righw extrem url obama iran deal url url project megiddo url shoebat persecut christian url coven url templ institut url cascadian fault overdu url,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Hair-Raising Revelation—Why the Tribulation Will Begin Soon! The Greatest Mystery Unfolds When You See What’s Really Going On….,Lisa Haven,,[''],,,
40,40,6493,beforeitsnews.com,fake,http://beforeitsnews.com/business/2018/01/offers-are-getting-into-the-six-figure-range-in-pre-bidding-for-the-namescon-live-auction-3472166.html,offer get sixfigur rang prebid namescon live auction headlin bitcoin blockchain search exceed trump blockchain stock next week domain name investor around world converg la vega namescon largest event domain industri one highlight confer live domain auction host rotd prebid alreadi start namejet like titl say alreadi sixfigur bid youv never live domain auction tell rush that hard explain least domain geek like mont cahn one respect domain industri veteran run auction year ive seen year mont involv lot truli premium domain come im incred surpris alreadi start see sixfigur bid come prebid two week auction two domain sixfigur bid notabl domain strong interest prebid phase pencom profilecom shockcom pricecom stopcom corkcom list goe think safe say best oneword com go hit open market live auction namescon year given last year even twoword com like myworldcom broke 1m mark think safe say like go one excit live auction yet usual ive submit hand name auction ill interest see one make cut one strang thing ive learn reason im live auction end rum coke hand honestli pretti much never drink rum coke one least favorit drink year ago start drink live auction becom bit tradit reader go namescon feel free join one mayb start new tradit see full list domain prebid namescon auction sourc url,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Offers are getting into the six-figure range in pre-bidding for the NamesCon live auction,Morgan Linton,,[''],,,
41,41,6509,collectivelyconscious.net,junksci,http://collectivelyconscious.net/videos/the-story-of-everything-carl-sagan-on-cosmology-evolution-and-science/,excerpt carl sagan cosmo specif episod titl speak earth,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,"The Story Of Everything: Carl Sagan On Cosmology, Evolution, And Science (VIDEO)",,,[''],"Excerpts from Carl Sagan's Cosmos. More specifically, from the episode titled Who Speaks For Earth.","Joe Rogan, Magic Mushrooms, Enlightenment, Debt, Alan Watts, Television, Carl Sagan, Terrorism, Federal Reserve, Social Media, Healthcare, Cancer, ISIS, Truth, Collective Intelligence, Pesticide, Meditation, Psychedelics, 9/11, Autism, Basic Income, Activism, Art, Funny, Police, CIA, ET Contact/Intervention, Music, Parenting, USA, Neuroscience, Science & Tech, Capitalism, Hillary Clinton, Pineal Gland, Psychological, Islam, Economic, Happiness, History, Film, GMOs, Revolution, Death, Terence McKenna, The Internet, Sustainability, Homelessness, Christianity, Big Pharma, Fear, Monsanto, Nikola Tesla, Animal Rights, Holistic Health, Robotics, Education, Solar, Prison, Oil, Water, Reincarnation, Depression, Futurology, Fluoride, Climate Change, Dreams, Food & Agriculture, Love, Vaccines, Relationships, Sex, Astronomy, Societal, Military & War, Anxiety, Economic Inequality, Ethics, Cannabis, Spiritual, Economic Collapse, Pollution, Poverty, Multimedia, Religion, Awakening, Evolution, Bernie Sanders, The Media",
42,42,7167,beforeitsnews.com,fake,http://beforeitsnews.com/economy/2017/10/debt-driven-consumer-economy-breaking-down-greg-weldon-2917653.html,listen podcast audio click mike gleason privileg welcom greg weldon ceo presid weldon financi greg three decad market research trade experi special metal commod market even author book num titl gold trade bootcamp accur predict implos us credit market urg peopl buy gold num ounc highli soughtaft present financi confer throughout countri regular guest financi show throughout world good back money metal podcast greg thank join us today nice talk greg weldon im great thank pleasur micheal mike gleason well back midaugust optimist gold time pretti good move higher shortli thereaft end gold hit one year high stall around num earli septemb current back num talk wednesday afternoon gold hit resist level summer last year give us updat current outlook driver see push gold num resist level month ahead greg greg weldon yeah well exactli said move anticip last spoke kind alreadi start num ish level fit kind bigger pictur technic structur still lead bullish resolut accur mention got close quit even toward last summer high around num num case around num ran steam dollar kind chang pictur thought process link fed chang pictur embark downsid correct num low nice littl correct level level equat num day exponenti move averag level num fibonnaci retrac move num actual move num back end num real critic support everyth kind map way might expect structur market one two thing happen think well one three thing anyway could cut bit low ralli back num back littl bit dollar still look kind strong interest rate differenti dynam hawkish view fed price fed fund get transfer twoyear fiveyear treasuri note twoyear treasuri note record highyield rel german twoyear schatzi lift dollar kind gravit pull upsid downsid risk ralli saw kind bwave mayb cwave toward num that kind ultim low whether play way longer term still like mike gleason preciou metal pretti respect year gold num year date silver half much isnt exactli lot excit seem like alway two step forward one step back sentiment physic bullion market oper mute multipl factor consid metal market stuck bit rut seem us one big one equiti market stock price keep march relentlessli higher either investor becom total desensit risk mayb isnt much risk well think event bar sort spike inflat expect push metal stock higher dont see gold silver break unless investor start get nervou stock market valuat think safe haven thought equiti market relat preciou metal greg see stock price head near term greg weldon yeah mean perfect question realiti daili research focus fact yesterday havent spoken sound like arrang question focus fact gold rel sp low realli kind low weve seen level get much lower your break multiyear low whole thing get call question technic perspect problem look technic perspect think stock market live borrow time basic fed done exactli want flush peopl safe haven risk asset that whole idea qe work reflat stock market facilit huge unpreced rise consum credit instead hous market collater like num num stock market that collater googl amazon world facebook world demand driven realli fed credit see credit number start slow theyr unsustain start see consum roll littl bit that number one risk stock market actual consum look retail sale number outsid automobil gasolin pricebas dont much anyth eat drink growth slow that key compon key layer discretionari spend that import tell bigger pictur consum discretionari sector break sp that warn sign term dynam around expect gdp growth predic upon polici yet even agre upon let alon vote upon let alon implement let alon start work worri kind fractur expect patienc level stock investor diminish return diminish volum think there stock market risk that one reason like gold would go hand hand kind mayb statement pull back dot plot fed would caus dollar come littl ralli mike gleason let play devil advoc mayb littl look record stock price wonder beyond extraordinarili high valuat past pe ratio hit level signal market near top there one big differ past today advent high frequenc machinedriven trade huge amount daili volum gener trade algorithm game changer program dont sens risk emot level like human trader respond differ geopolit event today market seem disconnect realiti perhap front line trade market decad wit market transform recent year take high frequenc algorithm trade say possibl current equiti market valuat sustain mayb even push higher thought greg greg weldon that phenomen question well time given big special septemb call shrinkag shift fed polici take question pertin look experi experi decad bring back num right bat say market go crash clearli lot differ ask high frequenc trade sound first thing think portfolio insur steroid time thousand time ten thousand risk term catalyst caus kind cascad downsid one thing weve point custom way im work gigant special show intrigu similar around movement dollar movement bond movement gold movement stock ratio even crude oil fed polici cpi basic num num kick plaza accord depreci dollar lot intrigu connect special report im write call worri wed love make avail listen first want email term catalyst set think landmin lay wait think take exampl one thing like said weve tell custom take amazon googl stock trade num share need num buy one share volum trade diminish dramat last coupl year stock price gone ownership huge passiv manag invest doesnt matter doesnt discrimin term type investor peopl want stock dynam price level high nomin speak buy block share amount money need pure simpl volum set someth like your talk would exacerb flash crash becom scari term kind meltdown could see get ball roll downsid still think someth play time think fed dont think lot differ im tri make direct num comparison ill tell risk doubt risk rise mike gleason term fed greg think might talk janet yellen next fed chair also tell us think theyr go term get inflat want basic gener thought fed fed monetari polici clearli everyon favorit subject greg weldon realli two total separ question right donald trump go pick versu inflat go play think look fed say fed clear jerom powel becom seem im say believ im say seem powel logic choic goal maintain polici think bring guy like john taylor taylor rule natur level fed fund would obvious much hawkish choic trump might realli gotten along mayb there lot trump learn dont think that guy trump want term polici tri get growth agenda go context maintain continu realli isnt bad theyr certainli tight theyr tighten nth degre almost goldilock materi inflat asid powel logic choic make headlin splash cours love basic make chang kind keep statu quo one would kevin warsh away qe toward use interest rate he interest kind dark hors yellen certainli dark hors matt realli fed decid theyr go deal inflat issu cant even decid what caus keep hear transitori idiosyncrat word use repeatedli describ youv one fed offici go far even yellen made comment effect dont understand materi kind back taylor model basic rule thumb fed count ie hope labor market continu tighten wage inflat go support gener rise price question becom natur rate unemploy lower thought structur differ technolog base dynam labor market hollow labor market reason still particip rate final littl still low histor therein lie question kind keep inflat back play think employ number month septemb huge sens biggest wage number know break number nth degre real deal one month still real deal best wage number weve seen sinc num continu know anecdot evid continu next coupl month look cpi ppi pipelin yearoveryear dynam around commod god forbid grain oil seed tropic commod start ralli youd real problem look base model look energi potenti your go break think inflat come apt push fed rais meet dot plot think that go problemat equiti market theyr walk high wire act safeti net difficult job mike gleason get back metal bit would like give listen updat silver gold price rig scandal erupt year half ago deutsch bank forc acknowledg cheat turn mountain evid may prove damn number bank court regul record move slowli anyth your much closer futur market awar develop front see implic civil action bullion bank sens deutsch bank revel led honest market perhap evid struck fear banker heart busi usual bullion bank seem much influenc market greg greg weldon sens busi usual get sens kind laissez fair attitud problem big actual kind get unearth impact would much much larger would know base price section quickli powder keg itll blow point someth gosh ive busi long weve talk long realli goe way way back degre gotten wors mean thing debat whether exist go somehow uncov extent caus kind disrupt think probabl fodder great movi spi movi whatev sure there probabl lot kind thing go background term day day oper trade metal dont see tangibl impact deal mike gleason well greg begin close give us sens your focus mayb thing havent touch give us sens your evalu market client think time get defens go cash favor metal commod inflat hedg wave exuber stock still way go final comment anyth els want leav us today greg weldon well think depend whether actual get kind job done washington republican final realiz neck chop block let final ban togeth get tax reform packag done well see whether happen think might one last ga type move stock market could buy rumor sell fact think lot price think there still go disappoint road im watch consum specif retail sale number realli poor year minuscul gain discretionari item sinc januari debt number interest your start see roll start see rise delinqu rate debt oblig consum feder govern way high despit fact rate still low imagin fed actual push rate hundr basi point higher next howev mani num num month think would real reverber effect consum govern deficit still increas theyr high level one talk num trillion dollar sovereign debt your push fiveyear note num trigger increas cost fund debt man land mine im watch that client everi singl day never plug look way thing happen much quickli ask what differ num year much avail news quickli fact matter basic thing hasnt chang dissect connect dot kind tri make make sens term market might profit mike gleason well greg thank much join us enjoy much love get studi experienc outlook state today financi world let go pleas tell folk weldon financi find inform know firm greg weldon sure thank appreci found atweldononlinecom weldon live one product one price kind multilay product although one price daili cover daili global macro fix incom foreign exchang stock index etf preciou industri metal energi agricultur commod tie togeth call trade lab part weldon live specif trade recommend sector old school futur guy that kind way approach find lot famili offic independ broker even individu there reason way see etf util averag investor cant oper like hedg fund manag cta tri provid rhyme reason what go specif strategi take advantag weldon live found weldononlinecom mike gleason well great stuff thank much time today greg hope talk road take care appreci come greg weldon thank problem mike time mike gleason well week thank greg weldon weldon financi weldonl inform simpli go weldononlinecom urg everyon sign free trial find inform weldononlinecom sure check mike gleason director money metal exchang nation preciou metal dealer num custom gleason hard money advoc strong propon person liberti limit govern austrian school econom graduat univers florida gleason extens experi manag sale logist well preciou metal invest also put longtim broadcast background good use host weekli preciou metal podcast sinc num program listen ten thousand week url,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Debt-Driven Consumer Economy Breaking Down: Greg Weldon,John Rolls,,[''],,,
43,43,7242,canadafreepress.com,conspiracy,http://canadafreepress.com/article/why-america-is-one-nation-under-god-not-a-nation-of-lawyers,opinion vari topic religion without vari polit motiv believ moral base selfgovern versu seek man dominion men manmad maninterpret manenforc law even vari among believ believ unwritten separ church state versu other believ actual written constitut founder look debat topic readili attract opposit question faith histor fact hard get folk even agre somehow separ fact fiction report fact often hyster histor wish america godless societi develop plethora argument support agenda argument fact watch lawyer make argument everi day seldom concern fact even sens real justic make argument sometim success argument argument true justic serv argument right made premis wrong even though argument effect america alway one nation god though founder use gener term like creator describ god god meant god christian faith atheist agnost long argu mani founder deist use washington jefferson franklin pain hamilton madison proof howev case studi person write debunk myth america becom one nation god dictionari term deist agnost atheist appear synonym basi term deist would includ believ god believ distant imperson creator univers believ way know god exist brief studi founder write prove beyond reason doubt none notabl founder fit descript thoma pain talk error school teach scienc without refer author principl scienc divin origin state evil result error school teach scienc without god gener pupil speci atheism benjamin franklin num plan educ public school pennsylvania insist school teach necess public religion excel christian religion other ancient modern franklin propos biblic inscript seal unit state chose new testament vers motto philadelphia hospit one chief propon paid chaplain congress franklin help found colleg bore name num dedic nurseri religion learn built christ cornerston date georg washington charg soldier valley forg distinguish charact patriot highest glori add distinguish charact christian speech date claim children need learn religion jesu christ learn would make greater happier alreadi date remind nation without humbl imit divin author bless religion never hope happi nation resign post commanderinchief washington adopt daughter declar washington might well question patriot question christian hamilton began work rev jame bayard form christian constitut societi help spread world two thing hamilton said made america great num christian num constitut form christian hamilton death two month later thwart plan start missionari societi promot christian govern thoma jefferson declar real christian say discipl doctrin jesu presid unit state jefferson sign treati kaskaskia tribe wherein providedat govern expensechristian missionari jame madison train ministri rev dr john witherspoon madison write replet declar faith god christ letter attorney gener bradford madison lament public offici bold enough christian faith public public offici fervent advoc caus christ madison allud wall separ contemporari writer frequent omit madison definit wall accord madison prevent congress pass nation law establish nation religion men sound like deist hard demonstr america inde born one nation god god creator refer fact jesu christ alon lay rest honest debat america becam nation built upon judeochristian principl valu go founder founder want men name argu founder best deist america form one nation god answer simpl yet vital import everi american regardless religi belief answer begin two word selfgovern patrick henri put way cannot emphas strongli often great nation found religionist christian religion gospel jesu christ john adam said way recogn sovereign god king jesu date later explain govern arm power capabl contend human passion unbridl moral religion avaric ambit reveng gallantri would break strongest cord constitut whale goe net constitut made moral religi peopl wholli inadequ govern date point histor indisput america born one nation god requir faith instead common logic understand men without moral compass incap longterm selfgovern founder knew seen modern american experienc life would like godless societi void moral question mani american place trust man god pursu question america must order retain posit strength freest nation selfgovern individu earth either free one nation god nation fool unawar common heritag road ruin men search power one christian understand one must understand man insati hunger power search power must remov god societi order gain access power allow peril cours free like simpl truth truth never chang alway beenand shall alway special thank david barton wallbuild refer materi use herein,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Why America Is One Nation Under God - Not a Nation of Lawyers,"Jb Williams, Because Without America, There Is No Free World.",,[''],,,
44,44,7283,beforeitsnews.com,fake,http://beforeitsnews.com/tea-party/2017/11/calpers-is-shockedjust-shockedto-find-cities-reeling-under-growing-pension-debt-new-at-reason-2602880.html,california pension fund look shift blame avoid respons steven greenhut write california public employe retir system union defend feign shock whenev pension reform accus kick road deal state mount pension debt like scene casablanca captain loui renault absolut shock find gambl go gambl hous calper never go state obviou know massiv underfund pension sustain go everyth possibl push problem futur blame everyon els problem pension fund board might well said much two action took last week sacramento meet,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,CalPERS Is Shocked—Just Shocked—To Find Cities Reeling Under Growing Pension Debt: New at Reason,Freedom Bunker,,[''],,,
45,45,7820,beforeitsnews.com,fake,http://beforeitsnews.com/war-and-conflict/2015/12/reckless-putin-just-made-a-bold-threat-you-wont-believe-what-he-said-and-who-its-directed-towards-2459590.html,reckless putin made bold threatyou wont believ said direct toward reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next exclus see last frontier free press censorship unlik youtub other lisa inch toward world war iii believ moment away recent turn event russia presid vladimir putin escal conflict turkish presid erdogan down russian bomber declar syria nofli zone turkish aircraft accord putin turkey use violat syrian airspac time let tri fli gari franchi next news network bring us break report furthermor amid turkey russia tension putin step rhetor might step toward war west putin also told session defens ministri collegium state target threaten russian forc infrastructur group immedi destroy break report brought gari franchi next news network inform see url url,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Reckless! Putin Just Made a Bold Threat—You Wont Believe What He Said and Who It’s Directed Towards…,Lisa Haven,,[''],,,
46,46,7895,canadafreepress.com,conspiracy,http://canadafreepress.com/article/principles-and-values-represented-by-the-confederate-flag,subscrib canada free press free polit correct socialist marxist revision attack everyth southern confeder nation state local level across america principl valu repres confeder flag southern state usa georgia sever state part confeder state america num num celebr april confeder histori heritag month south confeder state america harshli discrimin posit histor fact figur intent suppress dishonest northern historian unfairli caus southern confeder histori hero monument memori flag regul role less import deserv american histori view neg perspect much american public us presid woodrow wilson quot say role slaveri becam proclaim caus civil war necessari put south moral disadvantag transform contest war independ war wage mainten extens slaveri slaveri southern state want could kept without war fire shot north offer south corwin amend us constitut date would made slaveri perman legal america would rejoin union south refus constitut confeder state america ban intern slave trade educ southern favor gradual orderli emancip would prevent segreg jim crow law base northern black code word confeder gener patrick r cleburn kill battl franklin tennesse date becom true everi man endeavor understand mean subjug late mean histori heroic struggl written enemi youth train northern school teacher learn northern school book version war impress influenc histori educ regard gallant dead traitor maim veteran fit object deris polit correct socialist marxist revision attack everyth southern confeder nation state local level across america polit correct socialist marxist revision attack everyth southern confeder nation state local level across america confeder flag repres honor faith courag digniti integr chivalri christian valu respect womanhood strong famili tie patriot self relianc limit constitut feder govern state right belief free enterpris system symbol nobl spirit southern peopl rich heritag tradit south dynam vigor southern cultur symbol proudli say dixi cross st andrew confeder battl flag wave breez liber fals indoctrin mani black american believ repres racism bigotri pain remind slaveri white christian southern fli confeder battl flag enemi respons black american work better confeder flag last flag repres concept local control one life america larger sens repres valu principl origin us betsi ross flag limit constitut feder govern state right resist tyranni christian principl valu thu repres govern peopl peopl peopl consent govern confeder flag intern recogn symbol resist tyranni fli berlin wall torn num flown numer countri provinc seek independ remind knowledg american govern held account action action view best interest peopl price paid fact lost upon socialist communist liber left spent inordin amount money energi tri suppress power symbol freedom confeder battl flag christian symbol propon secular human belief god man scienc govern solv problem oppos flag also repres valor sacrific southern ancestor quest gain independ recognit sovereign nation confeder soldier display tremend braveri face overwhelm odd blatant tyranni aggress behalf yanke govern invad southern homeland continu flag region southern call home southland american true also proud southern jame w king command albani georgia usa camp son confeder veteran organ assist americu georgia camp promot wirz memori servic pleas adher comment polici avoid ban privat own websit reserv right remov comment ban user timecom contain spam advertis vulgar threat violenc racism antisemit person abus attack user may remov result ban follow instruct regist,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Principles and values represented by the Confederate flag,"James W. King, Because Without America, There Is No Free World.",,[''],,,
