,Date,Content,URL
282," Sunday, September 8, 2013 
"," File:Prof. Scott Lucas 1.jpg
 The United States President Barack Obama announced last Saturday he was seeking Congressional authorisation for military intervention in Syria. 
 Looking for more-qualified input, Wikinews interviewed: professor Scott Lucas, an expert in American Studies, from the UK's University of Birmingham; the President of the International American Council on the Middle East, Majid Rafizadeh; and, professor Eyal Zisser, a Syrian expert, from Tel Aviv University.
 Discussing the risks involved with US military intervention in Syria, Wikinews posed a range of questions to these experts on the region's political climate.
 ((Wikinews))  Is it possible for the US to take military action to deter further use of chemical weapons without getting dragged into the civil war?
 ((WN))  Will military intervention from the US affect long term relations between the United States and Russia?
 ((WN))  The British Parliament voted against military intervention in Syria, do you think this has affected their relations with the United States?
 ((WN))  Russian President Vladimir Putin has said Russia could back Syrian intervention if there was conclusive proof of regime guilt. What sort of evidence would be needed and can this level of assurance be given?
 ((WN))  Would US military intervention on Syria be a violation of International law?
 ((WN))  Does the United States seem to be wanting to engage in regime change in Syria as opposed to preventing further chemical attacks?
 
 
 
","https://en.wikinews.org//wiki/Wikinews_interviews_Scott_Lucas,_Eyal_Zisser,_Majid_Rafizadeh_about_risks_of_US_military_intervention_in_Syria"
283," Monday, September 23, 2013 
"," Over the past week, diplomatic actions have averted — or, at least delayed — military strikes on Syria by the United States. Wikinews sought input from a range of international experts on the situation; and, the tensions caused by Russia's support for the al-Assad regime despite its apparent use of chemical weapons.
 File:Ghouta chemical attack map.svg
 Tensions in the country increased dramatically, late August when it was reported between 100 and 1,300 people were killed in an alleged chemical attack. Many of those killed appeared to be children, with some of the pictures and video coming out of the country showing — according to witnesses — those who died from apparent suffocation; some foaming at the mouth, others having convulsions.
 Amongst Syria's few remaining allies, Iran, China, and Russia continue to oppose calls for military intervention. In an effort to provide a better-understanding of the reasoning behind their ongoing support, the following people were posed a range of questions.
 Iran, China, and Russia have remained as allies to the al-Assad government despite the alleged use of chemical weapons in Ghouta on August 21, 2013. Wikinews queried the listed subject-matter experts regarding the diplomatic relations between these nations, and the reasoning behind such.
 ((Wikinews))  There are suggestions China wants to maintain its financial ties with Syria as its third largest importer in 2010. Would you agree with this?
 ((WN))  Do you think China is talking from experience when it says that foreign countries shouldn't get involved with Syria's internal affairs? ((WN))  China abstained from a UN Security Council resolution on Libya — do you think they are trying to reprise what happened in Libya in terms of regime change?
 ((WN))  Do you think a political solution is the only realistic means to resolve the Syrian issue?
 ((Wikinews))  For many years, Syria has been considered Iran's ""closest ally"". What vested interest does the Iranian government have in keeping Bashar al-Assad in power? 
 ((Wikinews))  Do you think Iranian support for the Syrian government is a way of standing up against UN sanctions imposed on them, and opposing American imperialism?
 ((Wikinews))  The UN has ""overwhelmingly"" confirmed use of chemical weapons in Syria. Do you think both sides have used chemical weapons?
 ((Wikinews))  Would you agree that part of Iran's vested interest in Syria remaining under al-Assad is bound to two factors: religion and strategy?
 ((Wikinews))   Iran is home to the world's most populous Shiite Muslim nation. The Syrian rebels are Sunni. Could this be a Sunni vs. Shiite alignment in the Middle East? 
 ((Wikinews))  Russia is one of Syria's biggest arms suppliers. Do you think this means Russia's interest lies in economic benefit, as opposed to the humanitarian crisis?
 ((WN))  Do you believe Russia distrusts US intentions in the region — in the sense of countering the West on regime change?
 ((WN))  The Russian Government accepts that chemical weapons have been used in Syria. How does it come to claim that the rebels are behind the attacks even though it is widely accepted that the al-Assad government has stocks of weapons?
 ((WN))  Would you agree that Russia's vested interest in Syria remaining under al-Assad is bound to two factors: economics and ideology?
 
 
 
","https://en.wikinews.org//wiki/Wikinews_interviews_specialists_on_China,_Iran,_Russia_support_for_al-Assad"
284," Tuesday, April 27, 2010 "," File:Verkhovna Rada Ukrainy.jpg
 
Chaos broke out in the Ukrainian parliament as several smoke bombs were thrown during a debate about the extended lease on a Russian naval base in Ukraine. Members of parliament (MPs) were seen fighting on the chamber floor while opposition MPs threw eggs at the speaker of the house, Volodymyr Lytvyn.
 It is not clear who threw the smoke bombs, although opposition MPs were thought to be responsible, but the debate continued despite the lingering smoke and chaos. The speaker had to be protected by two aides holding umbrellas and politicians held handkerchiefs to their mouths. 
 Along with the brawling MPs, thousands of people waited outside the parliament building protesting the extended lease. 
 The clashes began as members of parliament were debating extending the lease on the Sevastopol naval base. The Russians currently have a lease on the base until 2017. The Russians have offered Ukraine cheaper supplies of Russian natural gas in exchange for a further 25 years on the lease. 
 After the chaos had calmed down, MPs voted on the agreement and the deal extending the lease was backed 236 to 214. The deal was then put forward in the Russian lower house of parliament, where all 410 Russian MPs voted in favour of the deal.       
 
 
",https://en.wikinews.org//wiki/Smoke_bomb_thrown_in_Ukrainian_parliament_during_naval_base_debate
285," Wednesday, December 1, 2004 
"," KIEV — The Ukrainian parliament passed a vote of no-confidence in the government of Prime Minister Viktor Yanukovych bolstering the efforts of opposition leader Viktor Yushchenko. In addition, the parliament also voted to establish an interim government during the continuing election crisis.
 The vote came just before international mediators were to commence efforts to resolve the controversial election.
 

",https://en.wikinews.org//wiki/Ukraine_parliament_sacks_government
286," Saturday, January 20, 2018 "," On Thursday, the Ukrainian Parliament passed a new bill called the ""Donbass reintegration law"". It describes the regions — oblasts — of Donetsk and Luhansk as being ""temporarily occupied"" by Russia and declares Russia to be the ""aggressor"". 
 The bill calls for a return of the regions to Ukrainian control by military force if necessary. There is no mention of the February 2015 Minsk agreement which was signed by the Ukrainian government and rebel groups, and brokered by France and Germany.
 Ukrainian President Petro Poroshenko stated on Twitter, ""We will continue to pave the way for reintegration of the occupied Ukrainian lands through political and diplomatic steps."" ((ukr))Ukrainian language: ‍Ми продовжуватимемо прокладати шлях для реінтеграції окупованих українських земель політико-дипломатичним шляхом. Former Prime Minister Arseniy Yatsenyuk said this forms a legal basis for a United Nations peacekeeping force to ""remove the Russian army from Ukrainian territory"". Legislator Ivan Vinnyk commented on why the Minsk agreement was not mentioned in the bill: ""We can't embed diplomatic and political agreements that are prone to change into the Ukrainian legislation"".
 Russia's foreign ministry quickly denounced the law and claimed it was proof Ukraine is preparing for a new war. Furthermore, the law ""risked a dangerous escalation in Ukraine with unpredictable consequences for world peace and security"", the official statement said.
 ""Kiev has gone from sabotaging the Minsk agreements to burying them,"" said Konstantin Kosachev, chair of the Foreign Affairs Committee for the Federation Council in Russia. Alexander Zakharchenko, leader of one of the rebel groups in eastern Ukraine, also expressed sharp criticism. Zakharchenko said it was a violation of the Minsk agreement and could lead to an escalation of the armed conflict.
 Fighting in eastern Ukraine began shortly after Russia annexed Crimea in 2014 and has by reports claimed over 10,000 lives. About 1.7 million people, Al Jazeera reports, have been displaced from their homes due to the fighting.
 
 
",https://en.wikinews.org//wiki/Ukraine_passes_bill_on_war-torn_eastern_regions
287," Thursday, June 18, 2009 
"," The United States' House of Representatives backed a US$106 billion dollar (€75 billion) war bill today. The Senate will take a look at the bill next. The bill would fund the war efforts in Iraq and Afghanistan. The final vote was 226-202 in favor of the bill. The bill will also give authorization for $108 billion for credit lines for the International Monetary Fund (IMF).
 The bill will help to move President Barack Obama's plans to the next stage — namely reducing operations in Iraq and expanding in Afghanistan
 The bill was tough to pass, with only five Republicans supporting it and thirty-two Democrats voting against.  The lack of Republican support was due to the introduction of measures to provide $108 billion of new credit lines to the IMF, which they argue should have been part of a separate bill.
 The bill also included compromises with regards to Guantanamo Bay, allowing suspects to be taken to the United States for questioning but not for permanent detention.
 
 
 
",https://en.wikinews.org//wiki/$106_billion_war_bill_backed_by_U.S._House_of_Representatives
288," Saturday, June 10, 2006 
"," On Thursday, Congress turned down the ""Net Neutrality Amendment"" to the Communications Opportunity, Promotion, and Enhancement Act (COPE Act) 269-152. 
 The COPE Act is designed to make it easier for telecommunications companies to offer cable TV service and strengthen competition. Proponents hope it would lower the price of high-speed Internet for consumer by enabling Internet service providers to bundle phone, data, video and mobile phone services. The act is the first major telecommunications bill to come before Congress in over a decade, and it passed by 321-101 vote on Thursday.
 Portions of the ""Net Neutrality"" amendment to the COPE Act sought to assure that communication companies who provide Internet services treated all data delivery passing through their connections equally.  It specified that each broadband provider has the duty ""not to block, impair, degrade, discriminate against, or interfere with the ability of any person to use a broadband connection to access, use, send, receive, or offer lawful content, applications, or services over the Internet."" The amendment's passage would have prevented AT&T, Verizon, Comcast and other broadband providers from charging content providers like Google, Yahoo, Amazon or eBay for priority access to their networks. Democrats were largely in favour of the legislation with 140 Ayes and 58 Noes, whereas only 11 Republicans voted for the measure, with 211 against.
 House Minority Leader Nancy Pelosi argued that ""The imposition of additional fees for Internet content providers would unduly burden Web-based small businesses and start-ups,"" and that ""They would also hamper communications by noncommercial users, those using religious speech, promoting civic involvement and exercising First Amendment freedoms.""
 The phone companies and their Congressional allies argued that the restrictions in the amendment would discourage investment in upgrading networks. Chief technology officer for BellSouth William L. Smith told the Washington Post that telephone companies should be able to charge companies for having their content load faster than that of competitors. ""If I go to the airport, I can buy a coach standby ticket or a first-class ticket,"" Smith said. ""In the shipping business, I can get two-day air or six-day ground.""
 The legislation has been subject to intense lobbying by telecommunication companies on one side, and content providers on the other. The bill is due to be discussed next in the Senate, where lobbying efforts from both sides are expected to intensify. The White House said that it supports the current bill. 
 
 
",https://en.wikinews.org//wiki/%27Net_Neutrality_Amendment%27_fails_in_U.S._House
289," Friday, January 4, 2013 
"," The United States Congress, consisting of the House of Representatives and Senate, convened at 12:00 PM EST Thursday at the United States Capitol in Washington, D.C. for the first session of the 113th United States Congress. Newly elected and re-elected members of both the House of Representatives and Senate were sworn-in as both houses debated the rules and procedures to be adhered to for the next two years.
 The House of Representatives customarily elected its Speaker for the 113th Congress. Incumbent Speaker Republican John Boehner was re-elected, defeating Democrat Nancy Pelosi by a vote of 220–192. Boehner's re-election as House Speaker ended speculation that the Republican Party would split and nominate another candidate to challenge him for the gavel following internal tumult during the ""fiscal cliff"" negotiations last month. After Boehner was sworn-in for his second term as Speaker, he proceeded to swear-in all 435 elected and re-elected members of the House en masse.
 Members of the United States Senate were sworn-in in groups of four by Vice President and President of the Senate Joe Biden. Among the membership of the U.S. Senate for the 113th Congress are a record-setting 20 female Senators, including newly-elected Democrat Tammy Baldwin of Wisconsin, the first openly gay member of the U.S. Senate.
 Members of the Senate and House of Representatives joined Joe Biden and John Boehner, respectively, after the formal swearing-in ceremony for re-enactment ceremonies in front of photographers.
 Republican Mark Kirk, United States Senator from Illinois, also officially returned to his duties after suffering a debilitating stroke last January 21st that forced him to learn how to walk again. Fulfilling a goal he had set for himself after his stroke, Kirk ascended the 45 steps leading up to the Senate wing of the United States Capitol building with assistance from both Joe Biden and fellow Senator Joe Manchin, as several other members of both houses of Congress and well-wishers looked on. He is expected to continue rehabilitation, while convenient housing arrangements have been made.
 In the new congress, there are 53 Democrats, 45 Republicans and two independents in the Senate. The House of Representatives now has 234 Republicans and 201 Democrats in its membership. Having convened, the 113th Congress is expected to face issues including the debt ceiling, taxes and the federal budget deficit.
 A new congress convenes every two years in January, with the next congress slated to convene in January 2015. The 1st United States Congress convened in 1789.
 
 
",https://en.wikinews.org//wiki/113th_United_States_Congress_convenes
290," Wednesday, November 8, 2006 
"," As of 10:00 p.m EST November 8, 2006, the Democratic Party is projected to have gained control of both the United States House of Representatives and the United States Senate in the 2006 United States general elections. MSNBC projects that the Democrats now control 234 seats in the House of Representatives, 16 more seats than the 218 needed to control the House of Representatives as all 435 seats were up for election. In the Senate, where the balance of power is closer, one-third of all seats were up for grab. As of 10:00 p.m. EST, AP and Reuters were projecting that the Democrats had picked up all six seats they needed to retake the Senate, including the seats of incumbents Rick Santorum (Penn.), Lincoln Chafee (R.I.), Jim Talent (Missouri), Mike DeWine (Ohio), John Tester (Montana), and Jim Webb (VA). The Tester victory by less than 3,000 votes was projected at approximately 2 p.m. EST after the State of Montana announced the results of overnight recounts. Democrat Jim Webb has prevailed in that race by slightly more than 7,000 votes, though his opponent has not conceded and a recount may still occur.
 Although the Bush Administration's policy on Iraq was seen as a major issue by voters, exit polls indicated that corruption was of greater concern. Republicans found themselves plagued by a series of scandals in recent months, ranging from the Jack Abramoff corruption scandal to revelations about sexual improprieties involving well-known Republicans, including Congressman Mark Foley and White House confidant Ted Haggard. Many conservative evangelical Christians, the GOP's most reliable voting block, have become disappointed by the scandals and may not vote in great numbers. Pat Buchanan, whose campaigns have often appealed to that voting block, told ABC News, ""There's the spending orgy, the arrogance of power . . . . The war in Iraq, failure to protect our border, hurting the working class in Ohio, for example, the list goes on and on. We're more dissatisfied with the Republican Party than we've ever been.""
 Voter turnout was also influenced by a number of initiatives on state ballots. Michigan's Proposal 2 would outlaw affirmative action in virtually all government programs. Oklahoma voters were slated to decide if stores could sell alcohol on election days. In South Dakota, voters were asked if the state should make marijuana use legal for therapeutic purposes. Many states included initiatives related to eminent domain powers, same-sex marriage, and taxes. In California, voters faced a whopping 36 initiatives. Voters energized by initiatives were more likely to show up at the polls, and more likely to vote for candidates from their party.
 Several races turned nasty in the closing days of the campaign, with candidates from both parties turning up the heat on their opponents and accusing their rivals of dirty tricks. MSNBC reported that the FBI was investigating calls made to voters in Virginia in an apparent attempt to intimidate and confuse voters. This follows a similar investigation in California, where staff in Republican Congressional candidate Tan D. Nguyen's campaign office sent letters to Latino voters telling them that ""You are advised that if your residence in this country is illegal or you are an immigrant, voting in a federal election is a crime that could result in jail time."" Naturalized citizens are allowed to vote in elections.
 Candidates in both New York and Michigan reported that automated telephone calls had been made to voters in the dead of night, purporting to be from their campaigns. The candidates said their campaigns had nothing to do with the calls, and had been made fraudulently in an attempt to make voters angry at them. 
 It was unclear whether these calls were related to other calls, financed by the National Republican Congressional Committee, that had been made to voters in several states in the previous week. Those calls had generated complaints by voters from both parties who said they were repeated several times in the same day. In at least one state, the calls were pulled when the attorney general notified the NRCC that the calls violated state law.
 A different kind of ""robocall"" was reported in Iowa, where three Democratic candidates for the state House reported that they had been the target of anonymous attack ad calls. The calls inaccurately claimed that the candidates support free health care and college tuition for illegal aliens.
 The New Jersey Attorney General's office sent deputies to polling places after Republicans reported possible fraud. The deputies reportedly found no problems.
 The Mexican American Legal Defense and Educational Fund photographed armed men attempting to prevent Hispanic voters from entering polling places in Tucson. The photographs and reports of the incidents were sent to the FBI.
 Problems with voting devices, both electronic and manual, required some polling places to remain open later than scheduled. Electronic devices were being used for the first time in about a third of the states.
 Air America Radio reported that electronic voting machines in Delaware County, Indiana and Cleveland, Ohio malfunctioned, frustrating voters and election workers. A report published on the USA Today website said election workers in some parts of Florida had resorted to using paper ballots when their electronic voting machines failed to work. National Public Radio reported that some electronic voting machines in Texas had to be turned off when they improperly gave votes to candidates not selected by voters. Problems were also reported in Maine, Maryland, and Pennsylvania.
 A voting problem of a different type was reported in Kentucky. A Louisville poll worker is alleged to have physically assaulted a voter. Jefferson County clerk spokesperson Paula McCraney said that the voter wanted to press charges after being allegedly choked and pushed by the election worker. No information was available on what led to the incident.
 Those marked * are incumbent in the 109th Congress; those marked † served in the House in the 109th Congress; those marked ‡ served in a previous Congress. Number which precedes name of candidate designates Congressional District.
 
",https://en.wikinews.org//wiki/2006_U.S._Congressional_Elections
291," Friday, September 27, 2013 
"," Tuesday, World Bank released the 2012 World Development Report on Gender Equality and Development.  The United States is referred to many times, often as a benchmark to foster understanding of recent gains for women in other parts of the globe. At the same time, United States women still lag behind US men in a number of areas.
 In 2012, the authors note women in the United States still face challenges economically and socially.  They are represented disproportionately in certain professions like teaching and nursing.  They are paid less than their male counterparts. Jobs traditionally held by women also result in lower wages for men who hold these jobs.     They are under-represented at the highest level of business, with only 28 of Fortune 1000 companies having a female chief executive officer.  The bottom 20% of women economically have a slightly higher birth rate than their peers in the top 20%. 
 Immigrants to the United States from Southeast Asia and India have higher than expected male to female birth ratios, which the report authors suggest is partially deliberate sex selection based on cultural attitudes from home countries.  In 2009, over half a million US women were victims of intimate partner violence.  The report suggests US men have greater pension assets than US women. When compared to elderly US men, elderly women in the United States are more likely to live alone than with a spouse.  US women are disproportionately under-represented in local police forces, accounting for less than 20% of all police officers.  Women in the United States also bear a higher percentage of housework duties than men at 61%.  When US women take part time work while raising children, they find it difficult to use that work experience to gain future full time employment.  US women are disincentivized from re-entering the workforce after giving birth because of the high cost of childcare.
 Many of the gains for United States women took place a while ago and took a long time to get.  It took 40 years, 1870–1910, to see major improvements in the percentage of girls aged 6 to 12 attending school. In 1921, after women got the right to vote in the United States, the United States Congress passed the Promotion of the Welfare and Hygiene of Maternity and Infancy Act. This assisted in lowering infant mortality from 23% to 15%.  
 The report says affirmative action in the United States resulted in jobs transferring from men to women, but the authors hedged and did not draw a conclusion about the economic impact of these legislative efforts other than to say the impact was not negative. 
 Many of the legislative victories for United States women came early compared to developing countries. Property rights for women, while later than some of their European counterparts like Norway and the United Kingdom, started to come by 1848.  That year, the Married Women’s Property Act was passed in New York.  It was the first legislation of its kind in the country.  Other states soon followed. Women got suffrage on a state-by-state level in the country until they got federal suffrage in 1920.  Title VII of the Civil Rights Act of 1964 barred discrimination against women and allowed married women to make loans without their husband's consent. In 1980, airlines were barred from discriminating against flight attendances for their marital status during the hiring and firing stage.
 The number of United States respondents agreeing with the proposition ""a university education is more important for a boy than for a girl"" decreased from about 14% in the period between 1994 and 1999 to about about 9% in the period between 2005 and 2007.  Similarly, the number of people who agreed with ""when jobs are scarce, men should have more right to a job than women"" decreased from 19% to about 8% over the same period.
 The report cites current research from the United States and England showing the more education a mother has, the better the outcomes for her children will be.
 Currently in the United States, females academically outperform their male counterparts in all academic areas including [[mathematics|math] and science. On the Programme for International Student Assessment math test though, US boys tested better than US girls by a score of roughly 495 to 480.  US girls outperform boys on the literacy test with mean scores of approximately 510 to 490.  In this regard, the report suggests US girls' performance patterns resemble global ones. 
 Mali's percentage of girls in primary school is equivalent to the United States in 1810 at around 34%. Burkino Faso is worse, matching the United States in 1780 with a percentage of roughly 25%. Niger's current enrollment for girls is around 50%, around the same percentage as the United States in 1900.
 
 
",https://en.wikinews.org//wiki/2012_Report_on_Gender_Equality_and_Development_says_US_women_have_room_for_progress
292," Thursday, September 30, 2010 
"," The United States House of Representatives on Wednesday approved US$7.4 billion to pay for the medical bills of workers sickened or injured by the September 11, 2001 attacks (9/11 attacks) on the World Trade Center in New York City, New York. The bill was passed by a vote of 268–160. Thirteen Republicans joined the Democrats in supporting the bill, while three Democrats opposed the measure. Similar legislation is pending in the US Senate.
 ""Let's not have any more people die because of the attacks of 9/11,"" said Representative Anthony Weiner, a Democrat from New York.
 The bill, which will provide free health care to 9/11 workers, will be paid for by ending tax breaks for foreign corporations, was fiercely debated on the House floor, with Democratic backers of the bill proclaiming that they stood for 9/11 heroes and victims. Republicans against the bill argued that it was an entitlement program for New Yorkers and that it was another example of bloated government. ""There is no excuse for this kind of legislation,"" argued Texan Republican representative Lamar Smith.
 The Republicans offered an alternative that would reduce funding for 9/11 workers and pay for the remainder by cutting parts of a major health care bill passed earlier this year. This measure failed 185–244.
 
 
",https://en.wikinews.org//wiki/9/11_health_care_bill_passed_in_US_House_of_Representatives
293," Tuesday, January 3, 2006 
Jack Abramoff pled guilty today to charges of mail fraud, tax evasion, and conspiracy charges stemming from the Indian Tribes investigation.
"," Abramoff, founder and former chairman of the International Freedom Foundation and former member of the Board of Directors of the National Center for Public Policy Research, reportedly agreed to cooperate in the prosecutor's case against Abramoff's former business partners, who are subjects of the SunCruz Casinos fraud investigation.  Part of the three-count indictment charged Abramoff with influence-peddling a House Representative's Scotland golf trip with US$50,000.  The money in question was solicited from an Indian Tribe in Texas by Abramoff, and is rumoured to have gone to Representative Bob Ney (R-OH).
 In exchange for his testimony, Mr. Abramoff is expected to be sentenced to a maximum of 10 years imprisonment, and will be allowed to serve sentences concurrently.  He is due in a Florida court on Wednesday in regards to the SunCruz case.
 
",https://en.wikinews.org//wiki/Abramoff_pleads_guilty_to_three_charges
294," Tuesday, June 30, 2009 
"," Al Franken of the Minnesota Democratic-Farmer-Labor Party (affiliated with US Democratic Party), has formally won the United States Senate seat representing Minnesota, which had been contested ever since the November 4, 2008 election.
 The Minnesota Supreme Court on Tuesday declared that Franken had won the most votes in the election and was entitled to have the election certified by Governor Tim Pawlenty. Pawlenty has said he will shortly sign the formal document.
 Franken's opponent, incumbent Norm Coleman of the Republican Party, quickly conceded after the court ruling. Coleman, in his concession, congratulated Franken and said, ""The Supreme Court of Minnesota has spoken. I respect its decision and I will abide by its result.""
 After a series of recounts, Franken had a lead of just 312 votes, which led Coleman's campaign to challenge the fairness of the recount in the courts.
 Franken gave a speech after his victory and stated: ""I'm thrilled and honored by the faith that Minnesotans have placed in me. ... We have a lot of work to do in Washington.""
 Senate Majority Leader Harry Reid said that he expects Franken to be seated next week after the weekend, which is longer due to the upcoming Independence Day holiday.
 President Barack Obama said, ""I look forward to working with Senator-elect Franken to build a new foundation for growth and prosperity by lowering health care costs and investing in the kind of clean energy jobs and industries that will help America lead in the 21st century,""
 Prior to entering politics, Al Franken was known for his work on Saturday Night Live and as host of The Al Franken Show on Air America Media, as well as for some film and literary work.
 
 
",https://en.wikinews.org//wiki/After_much_contention_Al_Franken_wins_Minnesota_Senate_seat
295," Tuesday, September 3, 2013 
"," International airlines have responded to potential United States military escalation in Syria in the past several days by planning to reroute their airplanes around the region. Airlines with plans include Abu Dhabi-based Etihad Airways, Bahrain-based Gulf Air, Kuwait-based Al Jazeera Airways, Dubai-based Emirates Airlines, and United Kingdom-based British Airways.
 US President Barack Obama delayed a decision on potential US military action against Syria until after September 9, when the US Congress returns from recess.
 In an e-mail to Arabian Business, an Etihad Airways spokesperson said, ""The safety and security of our customers is absolutely paramount and we have drawn up robust flight re-routing contingency plans in the event of any airspace being closed to commercial aircraft. [...] Our 24 hours Network Operations Centre is constantly in communication with all air space management organisations in which we operate.""
 A British Airways spokesperson is quoted by the Sydney Morning Herald saying, ""We are keeping our operations under review and we would make any changes that would be necessary"".
 Gulf Air said in an e-mail to Arabian Business, ""Nonetheless, given the current political climate, the airline has fully prepared contingency plans in case of any military intervention in the coming days [...] These contingency plans are ready for implementation should there be any changes in the current situation in Syria. Such plans could potentially involve re-routing aircraft away from Syrian/neighbouring airspace. At the moment operations continue as normal and we are ready for all eventualities."" Gulf Air says it currently has no flights passing over Syrian airspace.
 Several airlines have already suspended commercial services into Syria, including Etihad who did so a year ago.  Al Jazeera suspended their services during the final quarter of 2012. Last week, Cyprus Airways rescheduled their flights into Beirut because of the potential conflict. Several airlines have had to deal with similar situations in the past few years as a result of events connected to the Arab Spring that closed parts of Middle East airspace and airports.
 
 
",https://en.wikinews.org//wiki/Airlines_plan_reroutes_around_Syria_as_potential_for_US_military_intervention_increases
296," Thursday, December 23, 2010 
"," Yesterday, the Alaska Supreme Court ruled against Republican Senate candidate Joe Miller over the counting of votes in the November elections. Miller was challenging the state election authorities over their decision to allow misspelled write-in ballots in support of his opponent, Lisa Murkowski. Murkowski—the incumbent Republican senator for Alaska—lost a primary challenge to Miller and thus had to stand as a write-in candidate. Miller was endorsed by many in the Tea Party movement along with former Alaska governor Sarah Palin.
 The court also did not find any evidence for the Miller campaign's accusation of election fraud.
 Miller has no more options at the state level, but has until Monday to file any further motions to the U.S. District Court. If the federal court decide not to accept Miller's arguments, the election will be certified for Murkowski.
 In response to the state Supreme Court ruling, Miller stated: ""We disagree with the court's interpretation of the election code, but respect both the rule of law and the court's place in the judicial system. We are studying the opinion and carefully considering our options.""
 Kevin Sweeney, the campaign manager for Lisa Murkowski's campaign said Miller ""will continue to pursue his baseless claims in federal court until his money runs out."" Miller is financing the lawsuits with money from the Senate Conservatives Fund, a political action committee run by Senator Jim DeMint.
 
 
",https://en.wikinews.org//wiki/Alaska_Supreme_Court_rules_in_Senate_election_challenge
297," Sunday, May 11, 2014 
"," The USA Freedom Act, introduced in to the US House of Representatives as HR 3361 and to the US Senate as S. 1599, on Thursday passed out of House Permanent Select Committee on Intelligence and on to the House floor. Foreign Policy reported the bill was ""the most aggressive NSA reform bill under consideration in Congress"", however, after amendment, the bill has been questioned for extending the Patriot Act and the reduction of reform to Section 702 of the Foreign Intelligence Surveillance Act.
 The USA Freedom Act had the stated goal of ending the bulk collection of Americans' metadata, ending the secret laws created by the FISA court, and introducing a ""Special Advocate"" to represent public and privacy matters before the FISA court.
 In May 2014, the US House Judiciary Committee posted a ""Manager's Amendment"" on its website. Title VII of the Amendment read ""Section 102(b)(1) of the USA Patriot Improvement and Reauthorization Act of 2005 (50 U.S.C. 1805 note) is amended by striking 'June 1, 2015' and inserting 'December 31, 2017'"", extending the USA PATRIOT Act through the end of 2017. A number of organizations have taken stances against the Patriot Act, for example, the American Library Association became so concerned it urged its members to defend free speech and protect patrons' privacy against the Act.
 
According to Deputy Attorney General James Cole, even if the Freedom Act becomes law, the NSA could continue its bulk collection of American's phone records. He explained that ""it's going to depend on how the [FISA] court interprets any number of the provisions"" contained within the legislation. Jennifer Granick, Director of Civil Liberties at Stanford Law School, stated:  Cynthia Wong of Human Rights Watch (HRW) expressed concern that ""the bill does not address needed reforms to surveillance programs that affect millions of people outside US borders.” This being a key problem that plagues US surveillance activities according to HRW.
 Mike Rogers, a defender of the NSA's surveillance practices and the chairman of the House Intelligence Committee, called the proposed amendments a ""huge improvement"". On the other hand, USA Freedom Act co-author and Senate Committee on the Judiciary Chairman Patrick Leahy commented that he ""remain concerned that the legislation approved today does not include some of the important reforms related to national security letters, a strong special advocate at the FISA Court, and greater transparency. I will continue to push for those reforms when the Senate Judiciary Committee considers the USA FREEDOM Act this summer.""
 
 
",https://en.wikinews.org//wiki/Amended_USA_Freedom_Act_draws_questions_from_civil_liberties_groups
